(4765, 4644, 1067)
(4765, 4757, 276)
(4777, 4248, 2185)
(4777, 4745, 552)
(4789, 4620, 1261)
(4793, 4455, 1768)
(4801, 3649, 3120)
(4813, 4165, 2412)
(4817, 4592, 1455)
(4825, 3456, 3367)
(4825, 4697, 1104)
(4849, 4399, 2040)
(4849, 4560, 1649)
(4861, 4661, 1380)
(4877, 4148, 2565)
(4885, 3827, 3036)
(4885, 4524, 1843)
(4889, 4089, 2680)
(4901, 4899, 140)
(4901, 4900, 99)
(4909, 4891, 420)
(4913, 4888, 495)
(4925, 4484, 2037)
(4925, 4876, 693)
(4933, 4092, 2755)
(4937, 3712, 3255)
(4957, 4565, 1932)
(4969, 4440, 2231)
(4973, 4005, 2948)
(4981, 3731, 3300)
(4981, 4819, 1260)
(4985, 4263, 2584)
(4985, 4816, 1287)
(4993, 4032, 2945)
(5009, 3640, 3441)
(5017, 4392, 2425)
(5017, 4505, 2208)
(5021, 4779, 1540)
(5045, 4756, 1683)
(5045, 5037, 284)
(5057, 3968, 3135)
(5057, 5025, 568)
(5065, 3913, 3216)
(5065, 4183, 2856)
(5069, 4340, 2619)
(5069, 4731, 1820)
(5077, 5005, 852)
(5081, 4720, 1881)
(5101, 5100, 101)
(5105, 4977, 1136)
(5105, 5096, 303)
(5113, 5088, 505)
(5125, 4284, 2813)
(5125, 5076, 707)
(5141, 4941, 1420)
(5141, 5060, 909)
(5153, 4095, 3128)
(5161, 4361, 2760)
(5161, 5040, 1111)
(5165, 3813, 3484)
(5165, 4636, 2277)
(5185, 4224, 3007)
(5185, 4897, 1704)
(5185, 5016, 1313)
(5185, 5183, 144)
(5189, 4611, 2380)
(5197, 3828, 3515)
(5209, 5159, 720)
(5213, 4588, 2475)
(5213, 4988, 1515)
(5233, 5135, 1008)
(5237, 4845, 1988)
(5245, 4277, 3036)
(5245, 4956, 1717)
(5249, 3999, 3400)
(5249, 4160, 3201)
(5261, 4539, 2660)
(5273, 3752, 3705)
(5281, 4920, 1919)
(5297, 4785, 2272)
(5305, 5063, 1584)
(5305, 5304, 103)
(5309, 5300, 309)
(5317, 4092, 3395)
(5317, 5292, 515)
(5321, 4480, 2871)
(5321, 4880, 2121)
(5329, 5280, 721)
(5333, 5325, 292)
(5345, 5264, 927)
(5345, 5313, 584)
(5353, 3895, 3672)
(5353, 5015, 1872)
(5365, 4717, 2556)
(5365, 4836, 2323)
(5365, 5244, 1133)
(5365, 5293, 876)
(5381, 4420, 3069)
(5389, 4020, 3589)
(5389, 5220, 1339)
(5393, 5265, 1168)
(5413, 4788, 2525)
(5417, 5192, 1545)
(5429, 4371, 3220)
(5429, 5229, 1460)
(5437, 4085, 3588)
(5441, 4641, 2840)
(5449, 5160, 1751)
(5465, 3944, 3783)
(5465, 4736, 2727)
(5473, 4895, 2448)
(5473, 5185, 1752)
(5477, 5475, 148)
(5485, 5124, 1957)
(5485, 5467, 444)
(5501, 5451, 740)
(5513, 4288, 3465)
(5513, 5512, 105)
(5521, 4680, 2929)
(5525, 4557, 3124)
(5525, 5084, 2163)
(5525, 5133, 2044)
(5525, 5427, 1036)
(5545, 3977, 3864)
(5545, 4823, 2736)
(5557, 5395, 1332)
(5569, 5040, 2369)
(5573, 5452, 1155)
(5581, 4620, 3131)
(5585, 4216, 3663)
(5585, 5073, 2336)
(5597, 5355, 1628)
(5597, 5428, 1365)
(5617, 4465, 3408)
(5617, 4992, 2575)
(5629, 4171, 3780)
(5629, 5621, 300)
(5641, 5609, 600)
(5645, 4556, 3333)
(5645, 5307, 1924)
(5653, 5005, 2628)
(5657, 5368, 1785)
(5669, 4940, 2781)
(5689, 5561, 1200)
(5693, 5332, 1995)
(5701, 5251, 2220)
(5713, 4488, 3535)
(5713, 4655, 3312)
(5717, 4365, 3692)
(5725, 4884, 2987)
(5725, 5724, 107)
(5729, 4929, 2920)
(5729, 5720, 321)
(5737, 5712, 535)
(5741, 4060, 4059)
(5749, 5700, 749)
(5765, 5187, 2516)
(5765, 5684, 963)
(5777, 5248, 2415)
(5777, 5775, 152)
(5785, 4416, 3737)
(5785, 4824, 3193)
(5785, 5664, 1177)
(5785, 5767, 456)
(5801, 5751, 760)
(5809, 4559, 3600)
(5809, 5640, 1391)
(5813, 4845, 3212)
(5821, 5429, 2100)
(5825, 4257, 3976)
(5825, 5727, 1064)
(5837, 5115, 2812)
(5837, 5612, 1605)
(5849, 4760, 3399)
(5857, 5695, 1368)
(5861, 4340, 3939)
(5869, 5580, 1819)
(5881, 5369, 2400)
(5897, 5655, 1672)
(5905, 4753, 3504)
(5905, 5544, 2033)
(5917, 4692, 3605)
(5917, 5035, 3108)
(5933, 5092, 3045)
(5933, 5925, 308)
(5941, 4260, 4141)
(5941, 5940, 109)
(5945, 5504, 2247)
(5945, 5607, 1976)
(5945, 5913, 616)
(5945, 5936, 327)
(5953, 5928, 545)
(5965, 5893, 924)
(5965, 5916, 763)
(5981, 5900, 981)
(5989, 4620, 3811)
(5989, 5460, 2461)
(5993, 5032, 3255)
(5993, 5865, 1232)
(6001, 5551, 2280)
(6001, 5880, 1199)
(6005, 4653, 3796)
(6005, 4947, 3404)
(6025, 4343, 4176)
(6025, 5856, 1417)
(6029, 5829, 1540)
(6037, 5412, 2675)
(6053, 5828, 1635)
(6065, 4544, 4017)
(6065, 5487, 2584)
(6073, 5785, 1848)
(6085, 5796, 1853)
(6085, 6083, 156)
(6089, 5360, 2889)
(6101, 4851, 3700)
(6109, 5141, 3300)
(6109, 6059, 780)
(6113, 4545, 4088)
(6121, 5760, 2071)
(6133, 6035, 1092)
(6145, 4464, 4223)
(6145, 5304, 3103)
(6161, 5720, 2289)
(6161, 6160, 111)
(6173, 6148, 555)
(6185, 5673, 2464)
(6185, 6136, 777)
(6197, 4828, 3885)
(6205, 4747, 3996)
(6205, 5244, 3317)
(6205, 5676, 2507)
(6205, 5963, 1716)
(6217, 5335, 3192)
(6221, 6100, 1221)
(6229, 4429, 4380)
(6245, 6076, 1443)
(6245, 6237, 316)
(6253, 5605, 2772)
(6253, 5628, 2725)
(6257, 6225, 632)
(6269, 5180, 3531)
(6277, 6205, 948)
(6301, 4949, 3900)
(6305, 5247, 3496)
(6305, 5576, 2943)
(6305, 6016, 1887)
(6305, 6177, 1264)
(6317, 4635, 4292)
(6329, 5529, 3080)
(6337, 5112, 3745)
(6341, 5980, 2109)
(6341, 6141, 1580)
(6353, 4672, 4305)
(6361, 5520, 3161)
(6373, 5795, 2652)
(6385, 6097, 1896)
(6385, 6384, 113)
(6389, 6380, 339)
(6397, 6372, 565)
(6401, 5151, 3800)
(6401, 6399, 160)
(6409, 4841, 4200)
(6409, 5040, 3959)
(6409, 6360, 791)
(6409, 6391, 480)
(6421, 5460, 3379)
(6425, 5896, 2553)
(6425, 6344, 1017)
(6437, 4588, 4515)
(6437, 6045, 2212)
(6445, 5723, 2964)
(6445, 6324, 1243)
(6449, 6351, 1120)
(6469, 6300, 1469)
(6473, 5848, 2775)
(6481, 6319, 1440)
(6485, 4964, 4173)
(6485, 5396, 3597)
(6497, 5985, 2528)
(6497, 6272, 1695)
(6505, 5047, 4104)
(6505, 5353, 3696)
(6521, 6279, 1760)
(6529, 6240, 1921)
(6553, 5328, 3815)
(6565, 4884, 4387)
(6565, 5917, 2844)
(6565, 6204, 2147)
(6565, 6557, 324)
(6569, 6231, 2080)
(6577, 6545, 648)
(6581, 5740, 3219)
(6605, 5253, 4004)
(6605, 6164, 2373)
(6613, 5555, 3588)
(6613, 6612, 115)
(6617, 4935, 4408)
(6617, 6608, 345)
(6625, 5256, 4033)
(6625, 6497, 1296)
(6637, 6588, 805)
(6641, 5680, 3441)
(6641, 5841, 3160)
(6649, 4800, 4601)
(6649, 6120, 2599)
(6653, 6572, 1035)
(6661, 6461, 1620)
(6673, 6552, 1265)
(6689, 6111, 2720)
(6697, 6072, 2825)
(6697, 6528, 1495)
(6701, 5180, 4251)
(6709, 5459, 3900)
(6725, 5757, 3476)
(6725, 6723, 164)
(6733, 6715, 492)
(6737, 4815, 4712)
(6749, 6020, 3051)
(6749, 6699, 820)
(6757, 6365, 2268)
(6757, 6468, 1955)
(6761, 6039, 3040)
(6773, 5548, 3885)
(6773, 6675, 1148)
(6781, 5100, 4469)
(6793, 6432, 2185)
(6805, 5964, 3277)
(6805, 6643, 1476)
(6817, 5665, 3792)
(6817, 6305, 2592)
(6829, 5029, 4620)
(6833, 6392, 2415)
(6841, 5959, 3360)
(6845, 6603, 1804)
(6845, 6844, 117)
(6857, 6832, 585)
(6865, 5016, 4687)
(6865, 5904, 3503)
(6869, 6820, 819)
(6893, 6555, 2132)
(6893, 6885, 332)
(6905, 6784, 1287)
(6905, 6873, 664)
(6917, 5565, 4108)
(6925, 5243, 4524)
(6925, 6853, 996)
(6929, 5840, 3729)
(6929, 5871, 3680)
(6949, 6499, 2460)
(6953, 4928, 4905)
(6953, 6825, 1328)
(6961, 6161, 3240)
(6977, 6248, 3105)
(6989, 6700, 1989)
(6989, 6789, 1660)
(6997, 5772, 3955)
(7001, 5320, 4551)
(7013, 6435, 2788)
(7025, 5457, 4424)
(7025, 6664, 2223)
(7033, 6192, 3335)
(7033, 6745, 1992)
(7045, 5123, 4836)
(7045, 6077, 3564)
(7057, 7055, 168)
(7069, 5700, 4181)
(7081, 7031, 840)
(7081, 7080, 119)
(7085, 5236, 4773)
(7085, 6363, 3116)
(7085, 6693, 2324)
(7085, 7076, 357)
(7093, 6132, 3565)
(7093, 7068, 595)
(7109, 6580, 2691)
(7121, 7040, 1071)
(7129, 5671, 4320)
(7141, 5341, 4740)
(7141, 7020, 1309)
(7145, 5624, 4407)
(7145, 6633, 2656)
(7157, 6068, 3795)
(7157, 6532, 2925)
(7165, 6283, 3444)
(7165, 6996, 1547)
(7177, 6935, 1848)
(7193, 6968, 1785)
